CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
1386010,BOEING                        ,787-10              ,5,2,120,14019,2022,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,16008,2019,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,16009,2019,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,17002,2018,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,17015,2023,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,17017,2022,UNITED AIRLINES INC                               
1386010,BOEING                        ,787-10              ,5,2,120,91007,2017,UNITED AIRLINES INC                               
1387000,BOEING                        ,767-2AX             ,5,2,250,767A ,2003,ARAMCO ASSOCIATED CO                              
1388000,BOEING                        ,777-2U8             ,5,2,442,783KW,    ,EASTERN AIRLINES LLC                              
1388000,BOEING                        ,777-2U8             ,5,2,442,819AX,2004,CARGO AIRCRAFT MANAGEMENT INC                     
1388000,BOEING                        ,777-2U8             ,5,2,442,828AX,2005,CARGO AIRCRAFT MANAGEMENT INC                     
1388000,BOEING                        ,777-2U8             ,5,2,442,846AX,2007,CARGO AIRCRAFT MANAGEMENT INC                     
1388002,BOEING                        ,787-8               ,5,2,260,20904,2012,UNITED AIRLINES INC                               
1388002,BOEING                        ,787-8               ,5,2,260,26902,2012,UNITED AIRLINES INC                               
1388002,BOEING                        ,787-8               ,5,2,260,26906,2012,UNITED AIRLINES INC                               
1388002,BOEING                        ,787-8               ,5,2,260,26909,2014,UNITED AIRLINES INC                               
1388002,BOEING                        ,787-8               ,5,2,260,26910,2014,UNITED AIRLINES INC                               
